Date,Team,Player_Name,Notes,Year,Injury_Type
2015-12-05,76Ers,Kendall Marshall,Placed On Il,2015,Other
2015-12-05,76Ers,Nan,Activated From Il,2015,Other
2015-12-05,Bucks,Jerryd Bayless,Placed On Il With Ankle Injury,2015,Other
2015-12-05,Bulls,Aaron Brooks,Strained Left Hamstring (Dtd),2015,Strain
2015-12-05,Cavaliers,Lebron James,Rest (Dtd),2015,Other
2015-12-05,Celtics,David Lee,Bruised Right Heel (Dtd),2015,Bruise
2015-12-05,Heat,Luol Deng,Placed On Il With Hamstring Injury (P),2015,Other
2015-12-05,Kings,Willie Cauley-Stein,Placed On Il With Dislocated Right Index Finger,2015,Other
2015-12-05,Raptors,Bruno Caboclo,Placed On Il,2015,Other
2015-12-05,Rockets,K.J. Mcdaniels,Placed On Il,2015,Other
2015-12-05,Spurs,Boban Marjanovic,Placed On Il,2015,Other
2015-12-05,Warriors,Andrew Bogut,Back Spasms (Dtd),2015,Other
2015-12-06,Grizzlies,Brandan Wright,Sore Right Knee (Dtd),2015,Other
2015-12-06,Mavericks,Chandler Parsons,Rest (Dnp),2015,Other
2015-12-06,Mavericks,Dwight Powell,Sore Knee (Dtd),2015,Other
2015-12-06,Mavericks,Javale Mcgee,Rest (Dtd),2015,Other
2015-12-06,Nets,Rondae Hollis-Jefferson,Right Ankle Injury (Dtd),2015,Other
2015-12-06,Nets,Sergey Karasev,Sprained Left Ankle (Dtd),2015,Sprain
2015-12-06,Warriors,Nan,Returned To Lineup,2015,Other
2015-12-07,Bucks,Nan,Returned To Lineup,2015,Other
2015-12-07,Bulls,Cristiano Felicio,Placed On Il,2015,Other
2015-12-07,Celtics,R.J. Hunter,Strained Left Hip Flexor (Dtd),2015,Strain
2015-12-07,Clippers,C.J. Wilcox,Placed On Il,2015,Other
2015-12-07,Mavericks,Devin Harris,Placed On Il With Sore Ribs,2015,Other
2015-12-07,Raptors,Demarre Carroll,Placed On Il With Bruised Right Knee,2015,Bruise
2015-12-07,Raptors,Lucas Nogueira,Placed On Il With Ankle Injury,2015,Other
2015-12-07,Spurs,Manu Ginobili,Rest (Dtd),2015,Other
2015-12-07,Spurs,Kawhi Leonard,Placed On Il With Gastroenteritis,2015,Other
2015-12-07,Spurs,Tim Duncan,Placed On Il,2015,Other
2015-12-08,Cavaliers,Nan,Returned To Lineup,2015,Other
2015-12-08,Magic,Aaron Gordon,Ankle Injury (Dtd),2015,Other
2015-12-08,Rockets,Montrezl Harrell,Placed On Il,2015,Other
2015-12-08,Warriors,Leandro Barbosa,Illness (Dtd),2015,Other
2015-12-08,Grizzlies,James Ennis,Placed On Il,2015,Other
2015-12-09,Celtics,Nan,Returned To Lineup,2015,Other
2015-12-09,Grizzlies,Brandan Wright,Sore Right Knee (Dtd),2015,Other
2015-12-09,Hawks,Mike Scott,Knee Injury (Dtd),2015,Other
2015-12-09,Mavericks,Justin Anderson,Placed On Il,2015,Other
2015-12-09,Mavericks,Salah Mejri,Placed On Il,2015,Other
2015-12-09,Nets,Rondae Hollis-Jefferson,Surgery On Right Ankle To Repair Fractured Bone (Out Indefinitely),2015,Fracture
2015-12-09,Raptors,Delon Wright,Placed On Il,2015,Other
2015-12-09,Rockets,Trevor Ariza,Bruised Lower Back (Dtd),2015,Bruise
2015-12-09,Spurs,Boban Marjanovic,Placed On Il,2015,Other
2015-12-09,Spurs,Ray Mccallum Jr.,Placed On Il,2015,Other
2015-12-09,Suns,Markieff Morris,Placed On Il With Illness,2015,Other
2015-12-09,Wizards,Kris Humphries,Sprained Left Ankle (Dtd),2015,Sprain
2015-12-09,Raptors,Lucas Nogueira,Sprained Left Ankle (Dtd),2015,Sprain
2015-12-10,Hawks,Mike Scott,Placed On Il With Sore Knee,2015,Other
2015-12-10,Hawks,Tiago Splitter,Placed On Il,2015,Other
2015-12-10,Hawks,Nan,Activated From Il,2015,Other
2015-12-10,Nets,Rondae Hollis-Jefferson,Placed On Il Recovering From Surgery On Right Ankle To Repair Fractured Bone,2015,Fracture
2015-12-11,76Ers,Christian Wood,Placed On Il,2015,Other
2015-12-11,76Ers,Tony Wroten Jr.,Sore Right Knee (Dtd),2015,Other
2015-12-11,76Ers,Nan,Activated From Il,2015,Other
2015-12-11,Cavaliers,J.R. Smith,Illness (Dtd),2015,Other
2015-12-11,Celtics,R.J. Hunter,Placed On Il With Strained Left Hip Flexor,2015,Strain
2015-12-11,Grizzlies,Brandan Wright,Sore Right Knee (Dtd),2015,Other
2015-12-11,Heat,Josh Mcroberts,Placed On Il With Sore Knee,2015,Other
2015-12-11,Heat,Tyler Johnson,Placed On Il With Shoulder Injury,2015,Other
2015-12-11,Lakers,Jordan Clarkson,Placed On Il With Sprained Right Ankle,2015,Sprain
2015-12-11,Nuggets,Darrell Arthur,Sore Right Knee (Dtd),2015,Other
2015-12-11,Pelicans,Ryan Anderson,Placed On Il With Illness,2015,Other
2015-12-11,Spurs,Tony Parker,Placed On Il For Rest,2015,Other
2015-12-11,Spurs,Matt Bonner,Placed On Il,2015,Other
2015-12-11,Suns,Bryce Cotton,Placed On Il,2015,Other
2015-12-11,Warriors,Klay Thompson,Sprained Right Ankle (Dtd),2015,Sprain
2015-12-11,Wizards,Bradley Beal,Stress Reaction In Right Leg (Dtd),2015,Other
2015-12-11,Wizards,Drew Gooden,Placed On Il With Strained Right Calf,2015,Strain
2015-12-12,Hawks,Tim Hardaway Jr.,Placed On Il,2015,Other
2015-12-12,Hawks,Nan,Activated From Il,2015,Other
2015-12-12,Mavericks,Deron Williams,Placed On Il With Illness,2015,Other
2015-12-12,Pelicans,Jrue Holiday,Leg Injury (Dtd),2015,Other
2015-12-12,Spurs,Boban Marjanovic,Placed On Il,2015,Other
2015-12-12,Spurs,Ray Mccallum Jr.,Placed On Il (P),2015,Other
2015-12-13,Grizzlies,Brandan Wright,Placed On Il With Sore Right Knee,2015,Other
2015-12-13,Grizzlies,Tony Allen,Sore Right Knee (Dtd),2015,Other
2015-12-13,Grizzlies,Nan,Activated From Il,2015,Other
2015-12-13,Raptors,Bruno Caboclo,Placed On Il,2015,Other
2015-12-13,Suns,Cory Jefferson,Placed On Il,2015,Other
2015-12-13,Raptors,Demarre Carroll,Bruised Right Knee (Dtd),2015,Bruise
2015-12-14,76Ers,Nerlens Noel,Left Eye Corneal Abrasion (Dtd),2015,Other
2015-12-14,Hawks,Edy Tavares,Placed On Il,2015,Other
2015-12-14,Hawks,Nan,Activated From Il,2015,Other
2015-12-14,Mavericks,Justin Anderson,Placed On Il,2015,Other
2015-12-14,Nuggets,Emmanuel Mudiay,Placed On Il With Sprained Right Ankle,2015,Sprain
2015-12-14,Pelicans,Toney Douglas,Placed On Il,2015,Other
2015-12-14,Raptors,Demarre Carroll,Bruised Right Knee (Dtd),2015,Bruise
2015-12-14,Rockets,Clint Capela,Illness (Dtd),2015,Other
2015-12-15,Bucks,Greg Monroe,Knee Injury (Dtd),2015,Other
2015-12-15,Bucks,Greivis Vasquez,Surgery On Right Ankle To Remove Bone Spur And Loose Bodies (Out Indefinitely),2015,Surgery
2015-12-15,Cavaliers,Nan,Returned To Lineup,2015,Other
2015-12-15,Lakers,Ron Artest,Placed On Il,2015,Other
2015-12-16,Grizzlies,Brandan Wright,Surgery On Right Knee (Date Approximate),2015,Surgery
2015-12-16,Heat,Nan,Activated From Il,2015,Other
2015-12-16,Hornets,P.J. Hairston,Placed On Il,2015,Other
2015-12-16,Jazz,Joe Ingles,Oral Surgery (Dtd),2015,Surgery
2015-12-16,Jazz,Rudy Gobert,Placed On Il With Sprained Mcl In Left Knee,2015,Sprain
2015-12-16,Kings,Eric Moreland,Fractured Left Foot (Surgery) (Out Indefinitely),2015,Fracture
2015-12-16,Mavericks,John Jenkins,Placed On Il With Concussion,2015,Other
2015-12-16,Nets,Sergey Karasev,Sore Left Ankle (Dtd),2015,Other
2015-12-16,Nets,Shane Larkin,Concussion (Dtd),2015,Other
2015-12-16,Spurs,Tim Duncan,Placed On Il For Rest,2015,Other
2015-12-16,Timberwolves,Kevin Martin,Wrist Injury (Dtd),2015,Other
2015-12-17,Cavaliers,Iman Shumpert,Placed On Il With Strained Right Groin,2015,Strain
2015-12-17,Cavaliers,Mo Williams,Sprained Right Thumb (Dtd),2015,Sprain
2015-12-17,Hornets,Nicolas Batum,Placed On Il With Illness,2015,Other
2015-12-17,Hornets,Nan,Activated From Il,2015,Other
2015-12-17,Raptors,Demarre Carroll,Bruised Right Knee (Dtd),2015,Bruise
2015-12-18,76Ers,Nan,Returned To Lineup,2015,Other
2015-12-18,Blazers,Chris Kaman,Placed On Il With Illness,2015,Other
2015-12-18,Heat,Chris Andersen,Illness (Dtd),2015,Other
2015-12-18,Heat,Tyler Johnson,Placed On Il With Shoulder Injury,2015,Other
2015-12-18,Mavericks,Devin Harris,Strained Right Hamstring (Dtd),2015,Strain
2015-12-18,Mavericks,Justin Anderson,Placed On Il,2015,Other
2015-12-18,Nets,Thomas Robinson,Illness (Dtd),2015,Other
2015-12-18,Pelicans,Alex Ajinca,Calf Injury (Dtd),2015,Other
2015-12-18,Pistons,Aron Baynes,Back Spasms (Dtd),2015,Other
2015-12-18,Raptors,Demarre Carroll,Bruised Right Knee (Dtd),2015,Bruise
2015-12-18,Spurs,Rasual Butler,Placed On Il,2015,Other
2015-12-19,Bulls,Pau Gasol,Placed On Il For Rest,2015,Other
2015-12-19,Bulls,Nan,Activated From Il,2015,Other
2015-12-19,Hornets,P.J. Hairston,Placed On Il,2015,Other
2015-12-19,Lakers,Kobe Bryant,Sore Right Shoulder (Dtd),2015,Other
2015-12-19,Lakers,Ryan Kelly,Placed On Il,2015,Other
2015-12-19,Thunder,Josh Huestis,Placed On Il,2015,Other
2015-12-19,Wizards,Bradley Beal,Sore Right Leg (Dtd),2015,Other
2015-12-19,Wizards,Otto Porter Jr.,Bruised Left Thigh (Dtd),2015,Bruise
2015-12-20,Blazers,Luis Montero,Placed On Il,2015,Other
2015-12-20,Blazers,Nan,Activated From Il,2015,Other
2015-12-20,Bucks,Giannis Antetokounmpo,Sore Knee (Dtd),2015,Other
2015-12-20,Bucks,Jason Kidd,Surgery On Hip (Out Indefinitely),2015,Surgery
2015-12-20,Cavaliers,Mo Williams,Placed On Il With Sprained Right Thumb,2015,Sprain
2015-12-20,Pelicans,Alex Ajinca,Placed On Il With Calf Injury,2015,Other
2015-12-20,Raptors,Demarre Carroll,Placed On Il With Bruised Right Knee,2015,Bruise
2015-12-20,Cavaliers,Joe Harris,Placed On Il (~Cbc),2015,Other
2015-12-21,Blazers,C.J. Mccollum,Placed On Il With Sore/Sprained Ankles,2015,Sprain
2015-12-21,Blazers,Damian Lillard,Placed On Il With Sore Left Plantar Fascia,2015,Other
2015-12-21,Blazers,Nan,Activated From Il,2015,Other
2015-12-21,Bulls,Cristiano Felicio,Placed On Il,2015,Other
2015-12-21,Bulls,Joakim Noah,Sprained Left Shoulder (Dtd),2015,Sprain
2015-12-21,Celtics,Amir Johnson,Placed On Il With Foot Injury,2015,Other
2015-12-21,Celtics,Jared Sullinger,Back Spasms (Dtd),2015,Other
2015-12-21,Clippers,Austin Rivers,Sprained Right Ankle (Dtd),2015,Sprain
2015-12-21,Clippers,Paul Pierce,Sore Back (Dtd),2015,Other
2015-12-21,Knicks,Kyle O'Quinn,Placed On Il With Sprained Right Ankle,2015,Sprain
2015-12-21,Spurs,Matt Bonner,Placed On Il,2015,Other
2015-12-21,Timberwolves,Kevin Garnett,Rest (Dtd),2015,Other
2015-12-21,Wizards,Gary Neal,Sore Lower Back (Dtd),2015,Other
2015-12-22,76Ers,Kendall Marshall,Sore Right Knee (Dtd),2015,Other
2015-12-22,Grizzlies,Nan,Returned To Lineup,2015,Other
2015-12-22,Heat,Goran Dragic,Placed On Il With Sore Left Calf (P) / Wrist Injury (Cbc),2015,Other
2015-12-22,Mavericks,Deron Williams,Strained Left Hamstring (Dtd),2015,Strain
2015-12-22,Mavericks,Devin Harris,Placed On Il With Strained Right Hamstring,2015,Strain
2015-12-22,Nuggets,Danilo Gallinari,Placed On Il With Sprained Left Ankle,2015,Sprain
2015-12-22,Pistons,Spencer Dinwiddie,Placed On Il,2015,Other
2015-12-22,Raptors,Bruno Caboclo,Placed On Il,2015,Other
2015-12-22,Raptors,James Johnson,Sprained Left Ankle (Dtd),2015,Sprain
2015-12-23,76Ers,Christian Wood,Placed On Il,2015,Other
2015-12-23,76Ers,Tony Wroten Jr.,Sore Right Knee (Dtd),2015,Other
2015-12-23,Blazers,Cliff Alexander,Placed On Il,2015,Other
2015-12-23,Blazers,Nan,Activated From Il,2015,Other
2015-12-23,Cavaliers,Sasha Kaun,Placed On Il,2015,Other
2015-12-23,Knicks,Carmelo Anthony,Sprained Right Ankle (Dtd),2015,Sprain
2015-12-23,Lakers,Julius Randle,Sprained Left Ankle (Dtd),2015,Sprain
2015-12-23,Lakers,Nick Young,Placed On Il With Gastroenteritis,2015,Other
2015-12-23,Mavericks,Deron Williams,Placed On Il With Strained Left Hamstring,2015,Strain
2015-12-23,Nuggets,Jameer Nelson,Illness (Dtd),2015,Other
2015-12-23,Timberwolves,Damjan Rudez,Placed On Il,2015,Other
2015-12-25,Bulls,Joakim Noah,Placed On Il With Sprained Left Shoulder,2015,Sprain
2015-12-25,Bulls,Nan,Activated From Il,2015,Other
2015-12-25,Clippers,Austin Rivers,Placed On Il,2015,Other
2015-12-25,Lakers,Ryan Kelly,Placed On Il With Neck Injury,2015,Other
2015-12-25,Spurs,Rasual Butler,Placed On Il,2015,Other
2015-12-26,76Ers,Jahlil Okafor,Sore Right Knee (Dtd),2015,Other
2015-12-26,Cavaliers,Kyrie Irving,Placed On Il For Rest,2015,Other
2015-12-26,Cavaliers,Nan,Activated From Il,2015,Other
2015-12-26,Celtics,David Lee,Placed On Il With Sore Lower Back,2015,Other
2015-12-26,Clippers,Blake Griffin,Placed On Il With Torn Left Quadriceps Tendon,2015,Torn
2015-12-26,Grizzlies,James Ennis,Placed On Il,2015,Other
2015-12-26,Hornets,Spencer Hawes,Tightness In Lower Back (Dtd),2015,Other
2015-12-26,Jazz,Derrick Favors,Back Spasms / Sore Lower Back (Dtd),2015,Other
2015-12-26,Knicks,Cleanthony Early,Placed On Il,2015,Other
2015-12-26,Knicks,Lou Amundson,Back Spasms (Dtd),2015,Other
2015-12-26,Raptors,Norman Powell,Placed On Il,2015,Other
2015-12-26,Spurs,Manu Ginobili,Placed On Il For Rest,2015,Other
2015-12-26,Spurs,Tim Duncan,Placed On Il With Right Knee Injury,2015,Other
2015-12-26,Suns,Eric Bledsoe,Sprained Left Knee (Out For Season),2015,Sprain
2015-12-26,Wizards,Gary Neal,Strained Right Quadricep (Dtd),2015,Strain
2015-12-26,Mavericks,Justin Anderson,Placed On Il,2015,Other
2015-12-26,Mavericks,Salah Mejri,Placed On Il,2015,Other
2015-12-26,Clippers,Austin Rivers,Sprained Right Ankle (Dtd),2015,Sprain
2015-12-26,Grizzlies,Jordan Adams,Sore Right Knee (Out For Season),2015,Other
2015-12-26,Mavericks,Deron Williams,Strained Left Hamstring (Dtd),2015,Strain
2015-12-27,Blazers,Ed Davis,Placed On Il With Ankle Injury,2015,Other
2015-12-27,Blazers,Nan,Activated From Il,2015,Other
2015-12-27,Celtics,Jordan Mickey,Placed On Il,2015,Other
2015-12-27,Hawks,Tiago Splitter,Strained Calf (Dtd),2015,Strain
2015-12-27,Jazz,Alec Burks,Fractured Fibula In Left Leg (Out Indefinitely),2015,Fracture
2015-12-27,Kings,Eric Moreland,Placed On Il,2015,Other
2015-12-27,Knicks,Lou Amundson,Placed On Il With Back Spasms,2015,Other
2015-12-27,Lakers,Ron Artest,Placed On Il,2015,Other
2015-12-28,Bucks,Damien Inglis,Placed On Il With Sore Ankle,2015,Other
2015-12-28,Bucks,John Henson,Elbow Injury (Dtd),2015,Other
2015-12-28,Bucks,Nan,Activated From Il,2015,Other
2015-12-28,Bulls,Doug Mcdermott,Sore Right Knee (Dtd),2015,Other
2015-12-28,Cavaliers,Sasha Kaun,Placed On Il,2015,Other
2015-12-28,Hawks,Tiago Splitter,Placed On Il With Strained Calf,2015,Strain
2015-12-28,Heat,Jarnell Stokes,Placed On Il,2015,Other
2015-12-28,Heat,Justise Winslow,Ankle Injury (Dtd),2015,Other
2015-12-28,Hornets,Spencer Hawes,Placed On Il,2015,Other
2015-12-28,Jazz,Alec Burks,Placed On Il With Fractured Fibula In Left Leg,2015,Fracture
2015-12-28,Kings,Duje Dukan,Bone Bruise (Dtd),2015,Bruise
2015-12-28,Kings,Kosta Koufos,Illness (Dtd),2015,Other
2015-12-28,Mavericks,Deron Williams,Placed On Il With Strained Left Hamstring,2015,Strain
2015-12-28,Pacers,C.J. Miles,Sore Lower Back (Dtd),2015,Other
2015-12-28,Raptors,Bruno Caboclo,Placed On Il,2015,Other
2015-12-28,Spurs,Rasual Butler,Placed On Il,2015,Other
2015-12-28,Spurs,Tim Duncan,Right Knee Injury (Dtd),2015,Other
2015-12-28,Suns,Eric Bledsoe,Placed On Il With Sprained Left Knee (Out For Season),2015,Sprain
2015-12-28,Warriors,Leandro Barbosa,Sprained Left Shoulder (Dtd),2015,Sprain
2015-12-29,Bucks,Nan,Returned To Lineup,2015,Other
2015-12-29,Cavaliers,Kyrie Irving,Placed On Il,2015,Other
2015-12-29,Hawks,Dennis Schroder,Dnp,2015,Other
2015-12-29,Jazz,Alec Burks,Surgery On Left Leg To Repair Fractured Fibula (Date Approximate),2015,Fracture
2015-12-29,Pacers,Jordan Hill,Dental Work (Dtd),2015,Other
2015-12-29,Rockets,Terrence Jones,Illness (Dtd),2015,Other
2015-12-29,Suns,Eric Bledsoe,Surgery On Left Knee To Repair Torn Meniscus (Out For Season),2015,Torn
2015-12-30,76Ers,Nan,Returned To Lineup,2015,Other
2015-12-30,Blazers,Cliff Alexander,Placed On Il,2015,Other
2015-12-30,Bulls,Derrick Rose,Right Hamstring Tendinitis/Tightness (Dtd),2015,Other
2015-12-30,Celtics,Terry Rozier,Placed On Il,2015,Other
2015-12-30,Hornets,Al Jefferson,Torn Lateral Meniscus In Right Knee (Out Indefinitely),2015,Torn
2015-12-30,Hornets,Jeremy Lin,Sprained Right Ankle (Dtd),2015,Sprain
2015-12-30,Knicks,Cleanthony Early,Knee Injury (From Gunshot Wound) (Dtd),2015,Other
2015-12-30,Suns,Ronnie Price,Placed On Il With Toe Injury,2015,Other
2015-12-30,Warriors,Festus Ezeli,Sore Left Toe (Dtd),2015,Other
2015-12-30,Warriors,Leandro Barbosa,Sprained Left Shoulder (Dtd),2015,Sprain
2015-12-30,Warriors,Stephen Curry,Bruised Lower Left Leg (Dtd),2015,Bruise
2015-12-31,Hornets,Al Jefferson,Surgery On Right Knee To Repair Torn Lateral Meniscus (Out Indefinitely),2015,Torn
2015-12-31,Pacers,Ian Mahinmi,Placed On Il With Knee Injury,2015,Other
2015-12-31,Pacers,Nan,Returned To Lineup,2015,Other
2015-12-31,Suns,Jon Leuer,Ankle Injury (Dtd),2015,Other
2015-12-31,Thunder,Steve Novak,Placed On Il,2015,Other
2015-12-31,Timberwolves,Kevin Garnett,Placed On Il For Rest,2015,Other
2015-12-31,Warriors,Leandro Barbosa,Sprained Left Shoulder (Dtd),2015,Sprain
2016-01-01,76Ers,Hollis Thompson,Corneal Abrasion In Right Eye (Dtd),2016,Other
2016-01-01,Hornets,Al Jefferson,Placed On Il Recovering From Surgery On Right Knee To Repair Torn Lateral Meniscus,2016,Torn
2016-01-01,Knicks,Cleanthony Early,Placed On Il With Knee Injury (From Gunshot Wound),2016,Other
2016-01-01,Lakers,Kobe Bryant,Placed On Il With Sore Right Shoulder,2016,Other
2016-01-01,Lakers,Nan,Activated From Il,2016,Other
2016-01-01,Mavericks,Devin Harris,Back Spasms (Dtd),2016,Other
2016-01-01,Mavericks,Justin Anderson,Placed On Il,2016,Other
2016-01-01,Raptors,Anthony Bennett,Placed On Il,2016,Other
2016-01-01,Wizards,Dejuan Blair,Sore Right Knee (Dtd),2016,Other
2016-01-01,Hornets,Spencer Hawes,Sore Lower Back (Dtd),2016,Other
2016-01-02,Cavaliers,Sasha Kaun,Placed On Il,2016,Other
2016-01-02,Cavaliers,Nan,Activated From Il,2016,Other
2016-01-02,Celtics,Avery Bradley,Bruised Left Hip (Dtd),2016,Bruise
2016-01-02,Celtics,R.J. Hunter,Left Shoulder Subluxation (Dtd),2016,Other
2016-01-02,Hornets,Nicolas Batum,Sprained Toe On Right Foot (Dtd),2016,Sprain
2016-01-02,Mavericks,Devin Harris,Placed On Il With Strained Back,2016,Strain
2016-01-02,Nuggets,Kostas Papanikolaou,Sprained Left Ankle (Dtd),2016,Sprain
2016-01-02,Pacers,Rakeem Christmas,Placed On Il,2016,Other
2016-01-02,Pacers,Shayne Whittington,Placed On Il,2016,Other
2016-01-02,Pelicans,Tyreke Evans,Right Knee Tendinitis (Dtd),2016,Other
2016-01-02,Rockets,Donatas Motiejunas,Sore Back (Dtd),2016,Other
2016-01-02,Suns,Cory Jefferson,Placed On Il,2016,Other
2016-01-02,Timberwolves,Damjan Rudez,Placed On Il,2016,Other
2016-01-02,Warriors,Brandon Rush,Tightness In Right Hamstring (Dtd),2016,Other
2016-01-02,Warriors,James Mcadoo,Sprained Toe On Left Foot (Dtd),2016,Sprain
2016-01-02,Warriors,Leandro Barbosa,Placed On Il With Sprained Left Shoulder,2016,Sprain
2016-01-02,Wizards,Drew Gooden,Strained Right Calf (Dtd),2016,Strain
2016-01-02,Spurs,Ray Mccallum Jr.,Placed On Il,2016,Other
2016-01-02,Warriors,Harrison Barnes,Sprained Left Ankle (Dtd) (P),2016,Sprain
2016-01-03,Heat,Nan,Returned To Lineup,2016,Other
2016-01-03,Lakers,Robert Sacre,Placed On Il,2016,Other
2016-01-03,Nets,Jarrett Jack,Torn Acl In Right Knee (Out For Season),2016,Torn
2016-01-03,Raptors,Anthony Bennett,Sore Lower Back (Dtd),2016,Other
2016-01-04,76Ers,Nan,Returned To Lineup,2016,Other
2016-01-04,Blazers,Luis Montero,Placed On Il,2016,Other
2016-01-04,Cavaliers,Joe Harris,Right Foot Injury (Dtd) (Cbc Y),2016,Other
2016-01-04,Celtics,Avery Bradley,Placed On Il With Sore Left Hip,2016,Other
2016-01-04,Grizzlies,Mike Conley Jr.,Tightness In Lower Back (Dtd),2016,Other
2016-01-04,Heat,Hassan Whiteside,Knee Injury (Dtd),2016,Other
2016-01-04,Kings,Duje Dukan,Placed On Il (P),2016,Other
2016-01-04,Kings,Omri Casspi,Sore Upper Back (Dtd),2016,Other
2016-01-04,Lakers,D'Angelo Russell,Placed On Il With Illness,2016,Other
2016-01-04,Magic,Elfrid Payton,Bruised Left Ankle (Dtd),2016,Bruise
2016-01-04,Nets,Jarrett Jack,Placed On Il With Torn Acl In Right Knee (Out For Season),2016,Torn
2016-01-04,Pacers,George Hill,Food Poisoning (Dtd),2016,Other
2016-01-04,Raptors,Demarre Carroll,Placed On Il With Sore Right Knee,2016,Other
2016-01-04,Rockets,Donatas Motiejunas,Sore Back (Dtd),2016,Other
2016-01-04,Rockets,Ty Lawson,Sprained Left Ankle (Dtd),2016,Sprain
2016-01-04,Spurs,Tony Parker,Placed On Il With Sore Right Hip,2016,Other
2016-01-04,Thunder,Kevin Durant,Toe Injury (Dtd),2016,Other
2016-01-04,Warriors,James Mcadoo,Sprained Toe On Left Foot (Dtd),2016,Sprain
2016-01-05,Bucks,Jerryd Bayless,Placed On Il With Sprained Ankle,2016,Sprain
2016-01-05,Bucks,Nan,Activated From Il,2016,Other
2016-01-05,Hawks,Justin Holiday,Placed On Il,2016,Other
2016-01-05,Kings,Duje Dukan,Leg Injury (Dtd) (Cbc),2016,Other
2016-01-05,Kings,Rajon Rondo,Back Spasms (Dtd),2016,Other
2016-01-05,Kings,Willie Cauley-Stein,Lacerated Right Middle Finger (Dtd),2016,Other
2016-01-05,Mavericks,Justin Anderson,Placed On Il,2016,Other
2016-01-05,Warriors,James Mcadoo,Sprained Toe On Left Foot (Dtd),2016,Sprain
2016-01-06,Blazers,C.J. Mccollum,Placed On Il,2016,Other
2016-01-06,Blazers,Nan,Activated From Il,2016,Other
2016-01-06,Grizzlies,Mike Conley Jr.,Sore Left Achilles Tendon (Dtd),2016,Other
2016-01-06,Heat,Josh Richardson,Placed On Il,2016,Other
